row_index,PC1,PC2,PC3,PC4
0,-0.6674883527614087,-0.5160082181472334,-0.84261266080774,0.07719077568709061
1,-0.37055907840155056,-2.514210297779109,1.0578052845013624,0.30453762367542775
2,0.013845820944794234,-3.210443344268962,1.3315571892674605,0.5065982293386282
3,0.059755646497501126,-3.281545393593187,1.352851666009068,0.5307825806941339
4,-0.46922979762990197,-2.3234500739160264,0.9905151704332882,0.2442770034101835
5,4.887120202548513,0.09936178229623224,0.5168290685515078,-1.07032277542148
6,4.756749861642227,0.8841027722080418,0.5337965812302036,-1.5873591403296783
7,3.3469921790468673,1.4520197257064822,0.6612063946362617,-0.4630614932157249
8,2.689232597796739,2.0862075049402167,0.49560816939506197,-0.7046607002439226
9,0.4349875195595252,0.9469792143164446,2.514977233084993,2.0821177214037223
10,0.1445221897902815,-3.437720306867616,1.4159278291359447,0.5753940953563214
11,0.14436958417390972,-3.437856304283228,1.4159153266046107,0.575263572391232
12,0.10373333304409889,-3.3589801034561004,1.3827100579959666,0.553794931121415
13,0.03149466970769823,-3.185378068198552,1.335522343731861,0.5258878144893011
14,0.14439210543885145,-3.437843440638381,1.4159030958711476,0.5752729035558125
15,0.14436666643944315,-3.4378615328969997,1.4159099537787287,0.5752574547316124
16,0.14436666643944315,-3.4378615328969997,1.4159099537787287,0.5752574547316124
17,0.14436666643944315,-3.4378615328969997,1.4159099537787287,0.5752574547316124
18,0.14436666643944315,-3.4378615328969997,1.4159099537787287,0.5752574547316124
19,0.14436666643944315,-3.4378615328969997,1.4159099537787287,0.5752574547316124
20,0.14436666643944315,-3.4378615328969997,1.4159099537787287,0.5752574547316124
21,0.14436666643944315,-3.4378615328969997,1.4159099537787287,0.5752574547316124
22,0.1443682945675159,-3.4378586152727397,1.415912951874939,0.5752608684532783
23,0.14436666643944315,-3.4378615328969997,1.4159099537787287,0.5752574547316124
24,0.1443960011248344,-3.4378364595242292,1.4159102695336974,0.5752810717017132
25,0.14439125644797518,-3.4378449620398097,1.415901532507447,0.5752711234633262
26,0.14436666643944315,-3.4378615328969997,1.4159099537787287,0.5752574547316124
27,0.14436666643944315,-3.4378615328969997,1.4159099537787287,0.5752574547316124
28,0.14436666643944315,-3.4378615328969997,1.4159099537787287,0.5752574547316124
29,0.14436666643944315,-3.4378615328969997,1.4159099537787287,0.5752574547316124
30,0.14436666643944315,-3.4378615328969997,1.4159099537787287,0.5752574547316124
31,0.14436666643944315,-3.4378615328969997,1.4159099537787287,0.5752574547316124
32,0.14436666643944315,-3.4378615328969997,1.4159099537787287,0.5752574547316124
33,0.14436666643944315,-3.4378615328969997,1.4159099537787287,0.5752574547316124
34,0.14436134681306576,-3.437871065728739,1.4159001580188328,0.5752463009875547
35,0.14436666643944315,-3.4378615328969997,1.4159099537787287,0.5752574547316124
36,0.14436666643944315,-3.4378615328969997,1.4159099537787287,0.5752574547316124
37,0.14436666643944315,-3.4378615328969997,1.4159099537787287,0.5752574547316124
38,0.14436666643944315,-3.4378615328969997,1.4159099537787287,0.5752574547316124
39,0.14436666643944315,-3.4378615328969997,1.4159099537787287,0.5752574547316124
40,0.14436666643944315,-3.4378615328969997,1.4159099537787287,0.5752574547316124
41,-0.7203722837536093,-0.46589319314069494,-0.8453093055072625,0.09295196610686311
42,-1.0989207665862284,-1.211926376123218,0.5566194367419546,-0.07689490326316185
43,-0.8203545739756551,-1.7094802608372952,0.7495989416082486,0.06882620656267326
44,-0.5892086455336312,-2.142749258660105,0.9278965173426355,0.19037959870505503
45,5.297550902929295,-0.6632793337087863,0.4112139069569755,-1.424645305709193
46,5.027312057358792,-2.0406498052670874,0.3654686714027071,-1.7957379553693609
47,4.984448278881242,0.8960212493713942,0.6154893402854532,-1.5410823338270838
48,3.6705842173816143,1.1713301296692065,0.5179756575086502,-0.5055618378200623
49,-0.49670325248538744,-0.27594710809310313,1.3910497834492914,0.8851811859991341
50,1.2476579176738212,2.3982876469733374,2.970715958771991,2.444567615323758
51,-0.0838427836602603,-1.4354418166292777,1.6546832703918397,0.9804827112172538
