row_index,PC1,PC2,PC3,PC4
0,-1.0412319677872661,0.5478037078431617,-0.7253194246995529,0.33151830399825327
1,-0.8417849166740916,2.5856502756746713,1.0343267502501161,0.0760927871714802
2,-0.5284641949152435,3.3185755546458697,1.3310114313684753,0.222359634462644
3,-0.4907373533621306,3.3940433791659395,1.3564066691402674,0.2430461465650051
4,-0.9207834666113608,2.3852412040798683,0.9598035135086282,0.029920197565764486
5,5.900991964857465,-0.05862319453205072,0.33285862779426983,-1.1754180442085418
6,5.634163116420868,-0.8137193875650748,0.3697799688090798,-1.5871118381626397
7,4.4639802909961155,-1.5082368209696944,0.46065746348338776,-0.7724777510300894
8,3.824964651868951,-2.187539996300849,0.26554067168383255,-0.9911321944200918
9,-0.0797186550086336,-0.6943693262120049,2.9895293390583837,1.776578380951747
10,-0.421717077898877,3.5583176614381333,1.4242367203096045,0.27460828420083766
11,-0.42185630537473057,3.558436522329952,1.4241827657434376,0.2744654660589648
12,-0.454529750803321,3.4756045036408234,1.3888883011657216,0.2599452922060124
13,-0.5124581925429255,3.295907752816445,1.3412297865463256,0.24361013724270625
14,-0.42183719277390747,3.5584260436910897,1.4241757335452803,0.2744800328941122
15,-0.42186060153871957,3.558441700352612,1.4241766473552433,0.2744609697504884
16,-0.42186060153871957,3.558441700352612,1.4241766473552433,0.2744609697504884
17,-0.42186060153871957,3.558441700352612,1.4241766473552433,0.2744609697504884
18,-0.42186060153871957,3.558441700352612,1.4241766473552433,0.2744609697504884
19,-0.42186060153871957,3.558441700352612,1.4241766473552433,0.2744609697504884
20,-0.42186060153871957,3.558441700352612,1.4241766473552433,0.2744609697504884
21,-0.42186060153871957,3.558441700352612,1.4241766473552433,0.2744609697504884
22,-0.4218584891754367,3.558438895476868,1.4241801594799055,0.27446363483276853
23,-0.42186060153871957,3.558441700352612,1.4241766473552433,0.2744609697504884
24,-0.4218347660418558,3.558420111736855,1.4241850408161203,0.27448784914469115
25,-0.4218395073046199,3.558427866101801,1.424174319321186,0.27447930768278056
26,-0.42186060153871957,3.558441700352612,1.4241766473552433,0.2744609697504884
27,-0.42186060153871957,3.558441700352612,1.4241766473552433,0.2744609697504884
28,-0.42186060153871957,3.558441700352612,1.4241766473552433,0.2744609697504884
29,-0.42186060153871957,3.558441700352612,1.4241766473552433,0.2744609697504884
30,-0.42186060153871957,3.558441700352612,1.4241766473552433,0.2744609697504884
31,-0.42186060153871957,3.558441700352612,1.4241766473552433,0.2744609697504884
32,-0.42186060153871957,3.558441700352612,1.4241766473552433,0.2744609697504884
33,-0.42186060153871957,3.558441700352612,1.4241766473552433,0.2744609697504884
34,-0.42186965479950733,3.5584515029558275,1.4241659120228536,0.2744534406388763
35,-0.42186060153871957,3.558441700352612,1.4241766473552433,0.2744609697504884
