row_index,PC1,PC2,PC3,PC4,PC5,PC6
0,-1.0412319677872661,0.5478037078431617,-0.7253194246995529,0.33151830399825327,0.452804177588231,-0.05702587352663246
1,-0.8417849166740916,2.5856502756746713,1.0343267502501161,0.0760927871714802,-0.32911913260763365,0.057388218706144564
2,-0.5284641949152435,3.3185755546458697,1.3310114313684753,0.222359634462644,-0.433188206652008,0.09750286342819746
3,-0.4907373533621306,3.3940433791659395,1.3564066691402674,0.2430461465650051,-0.4406996328914837,0.10814370189993168
4,-0.9207834666113608,2.3852412040798683,0.9598035135086282,0.029920197565764486,-0.31063384280017814,0.044398070239003315
5,5.900991964857465,-0.05862319453205072,0.33285862779426983,-1.1754180442085418,0.28170666758567753,-0.4382248512346967
6,5.634163116420868,-0.8137193875650748,0.3697799688090798,-1.5871118381626397,-0.27131268720656787,0.5269462616923072
7,4.4639802909961155,-1.5082368209696944,0.46065746348338776,-0.7724777510300894,-1.6013462476742812,-0.16016720990245345
8,3.824964651868951,-2.187539996300849,0.26554067168383255,-0.9911321944200918,-1.3917083341754193,-0.2759749863056043
9,-0.0797186550086336,-0.6943693262120049,2.9895293390583837,1.776578380951747,0.3895826816789822,0.3130903794407356
10,-0.421717077898877,3.5583176614381333,1.4242367203096045,0.27460828420083766,-0.464860711409996,0.1155461409631172
11,-0.42185630537473057,3.558436522329952,1.4241827657434376,0.2744654660589648,-0.46481925517946804,0.11551359047946902
12,-0.454529750803321,3.4756045036408234,1.3888883011657216,0.2599452922060124,-0.45386387951558516,0.11307389995698244
13,-0.5124581925429255,3.295907752816445,1.3412297865463256,0.24361013724270625,-0.42619173791661474,0.10707296358265053
14,-0.42183719277390747,3.5584260436910897,1.4241757335452803,0.2744800328941122,-0.4648320469052773,0.11551666373254932
15,-0.42186060153871957,3.558441700352612,1.4241766473552433,0.2744609697504884,-0.46482035610594563,0.11551291417229094
16,-0.42186060153871957,3.558441700352612,1.4241766473552433,0.2744609697504884,-0.46482035610594563,0.11551291417229094
17,-0.42186060153871957,3.558441700352612,1.4241766473552433,0.2744609697504884,-0.46482035610594563,0.11551291417229094
18,-0.42186060153871957,3.558441700352612,1.4241766473552433,0.2744609697504884,-0.46482035610594563,0.11551291417229094
19,-0.42186060153871957,3.558441700352612,1.4241766473552433,0.2744609697504884,-0.46482035610594563,0.11551291417229094
20,-0.42186060153871957,3.558441700352612,1.4241766473552433,0.2744609697504884,-0.46482035610594563,0.11551291417229094
21,-0.42186060153871957,3.558441700352612,1.4241766473552433,0.2744609697504884,-0.46482035610594563,0.11551291417229094
22,-0.4218584891754367,3.558438895476868,1.4241801594799055,0.27446363483276853,-0.46481960316052856,0.11551343958398286
23,-0.42186060153871957,3.558441700352612,1.4241766473552433,0.2744609697504884,-0.46482035610594563,0.11551291417229094
24,-0.4218347660418558,3.558420111736855,1.4241850408161203,0.27448784914469115,-0.46482896705599824,0.11551928591357342
25,-0.4218395073046199,3.558427866101801,1.424174319321186,0.27447930768278056,-0.46483184942665995,0.11551701991221221
26,-0.42186060153871957,3.558441700352612,1.4241766473552433,0.2744609697504884,-0.46482035610594563,0.11551291417229094
27,-0.42186060153871957,3.558441700352612,1.4241766473552433,0.2744609697504884,-0.46482035610594563,0.11551291417229094
28,-0.42186060153871957,3.558441700352612,1.4241766473552433,0.2744609697504884,-0.46482035610594563,0.11551291417229094
29,-0.42186060153871957,3.558441700352612,1.4241766473552433,0.2744609697504884,-0.46482035610594563,0.11551291417229094
30,-0.42186060153871957,3.558441700352612,1.4241766473552433,0.2744609697504884,-0.46482035610594563,0.11551291417229094
31,-0.42186060153871957,3.558441700352612,1.4241766473552433,0.2744609697504884,-0.46482035610594563,0.11551291417229094
32,-0.42186060153871957,3.558441700352612,1.4241766473552433,0.2744609697504884,-0.46482035610594563,0.11551291417229094
33,-0.42186060153871957,3.558441700352612,1.4241766473552433,0.2744609697504884,-0.46482035610594563,0.11551291417229094
34,-0.42186965479950733,3.5584515029558275,1.4241659120228536,0.2744534406388763,-0.46482176959639854,0.1155123151484203
35,-0.42186060153871957,3.558441700352612,1.4241766473552433,0.2744609697504884,-0.46482035610594563,0.11551291417229094
36,-0.4218628556824575,3.5584423689618414,1.4241774225893433,0.27446220457289067,-0.46481925953486863,0.11551408517278261
37,-0.42186060153871957,3.558441700352612,1.4241766473552433,0.2744609697504884,-0.46482035610594563,0.11551291417229094
38,-0.42186060153871957,3.558441700352612,1.4241766473552433,0.2744609697504884,-0.46482035610594563,0.11551291417229094
39,-0.42186060153871957,3.558441700352612,1.4241766473552433,0.2744609697504884,-0.46482035610594563,0.11551291417229094
40,-0.42186060153871957,3.558441700352612,1.4241766473552433,0.2744609697504884,-0.46482035610594563,0.11551291417229094
41,-1.0823382219440427,0.4922833329217159,-0.7323185256754924,0.33907432431325485,0.3740526692295891,-0.044339411533860375
42,-1.4345734772952066,1.2134886497256998,0.48727633058202413,-0.20544167094228988,-0.14445820684057362,-0.03299756877210451
43,-1.20742996661634,1.7376672539183662,0.697592168336597,-0.09840060401676054,-0.21557783237901842,0.0012238943276171078
44,-1.0194351096364982,2.1930283838091693,0.88805560579615,-0.014203434688603444,-0.2842614936285358,0.01805656246080848
45,6.360274624286014,0.6948448966253712,0.14687936875676624,-1.5287046222217509,0.23679610076092214,-0.2534408976562512
46,4.339345688264147,2.4804981225606086,0.6528967961290003,-1.1617961775572327,2.5010448232304068,-0.3138452029956159
47,5.910872131340056,-0.8234632205969854,0.45202567463721743,-1.571400101057584,-0.44033582384817344,0.705500426493434
48,4.727523124831347,-1.1969085383204865,0.3538170670965131,-0.7324876206183834,-1.0524320475940419,-0.34886858327032133
49,-0.9059796192839877,0.3818632353923872,1.5567210341725615,0.6772690096752206,0.12897034742778227,0.16571966508152036
50,0.7351291350917305,-2.0566688032637863,3.6256827524762505,2.1660647344244683,0.2934896629528193,0.005889962803513035
51,-0.5798143071626586,1.5728853425893203,1.8041634844626049,0.7005774441009235,-0.0789757696425079,0.16386963891219952
52,-0.8877444096044547,2.4567882607922726,0.9803189853780342,0.05470418628905934,-0.31048380654908825,0.052057309349086346
53,-0.6724894647943741,3.0083681787603633,1.2192585709958301,0.14695475642263078,-0.40026228473384345,0.06261158847024484
54,-0.915786546620592,1.8312048486972747,1.1140760739499294,0.20984082179972316,-0.18823045932197247,0.0787103700664307
