row_index,PC1,PC2,PC3
0,-0.6674883527614087,-0.5160082181472334,-0.84261266080774
1,-0.37055907840155056,-2.514210297779109,1.0578052845013624
2,0.013845820944794234,-3.210443344268962,1.3315571892674605
3,0.059755646497501126,-3.281545393593187,1.352851666009068
4,-0.46922979762990197,-2.3234500739160264,0.9905151704332882
5,4.887120202548513,0.09936178229623224,0.5168290685515078
6,4.756749861642227,0.8841027722080418,0.5337965812302036
7,3.3469921790468673,1.4520197257064822,0.6612063946362617
8,2.689232597796739,2.0862075049402167,0.49560816939506197
9,0.4349875195595252,0.9469792143164446,2.514977233084993
10,0.1445221897902815,-3.437720306867616,1.4159278291359447
11,0.14436958417390972,-3.437856304283228,1.4159153266046107
12,0.10373333304409889,-3.3589801034561004,1.3827100579959666
13,0.03149466970769823,-3.185378068198552,1.335522343731861
14,0.14439210543885145,-3.437843440638381,1.4159030958711476
15,0.14436666643944315,-3.4378615328969997,1.4159099537787287
16,0.14436666643944315,-3.4378615328969997,1.4159099537787287
17,0.14436666643944315,-3.4378615328969997,1.4159099537787287
18,0.14436666643944315,-3.4378615328969997,1.4159099537787287
19,0.14436666643944315,-3.4378615328969997,1.4159099537787287
20,0.14436666643944315,-3.4378615328969997,1.4159099537787287
21,0.14436666643944315,-3.4378615328969997,1.4159099537787287
22,0.1443682945675159,-3.4378586152727397,1.415912951874939
23,0.14436666643944315,-3.4378615328969997,1.4159099537787287
24,0.1443960011248344,-3.4378364595242292,1.4159102695336974
25,0.14439125644797518,-3.4378449620398097,1.415901532507447
26,0.14436666643944315,-3.4378615328969997,1.4159099537787287
27,0.14436666643944315,-3.4378615328969997,1.4159099537787287
28,0.14436666643944315,-3.4378615328969997,1.4159099537787287
29,0.14436666643944315,-3.4378615328969997,1.4159099537787287
30,0.14436666643944315,-3.4378615328969997,1.4159099537787287
31,0.14436666643944315,-3.4378615328969997,1.4159099537787287
32,0.14436666643944315,-3.4378615328969997,1.4159099537787287
33,0.14436666643944315,-3.4378615328969997,1.4159099537787287
34,0.14436134681306576,-3.437871065728739,1.4159001580188328
35,0.14436666643944315,-3.4378615328969997,1.4159099537787287
36,0.14436666643944315,-3.4378615328969997,1.4159099537787287
37,0.14436666643944315,-3.4378615328969997,1.4159099537787287
38,0.14436666643944315,-3.4378615328969997,1.4159099537787287
39,0.14436666643944315,-3.4378615328969997,1.4159099537787287
40,0.14436666643944315,-3.4378615328969997,1.4159099537787287
41,-0.7203722837536093,-0.46589319314069494,-0.8453093055072625
42,-1.0989207665862284,-1.211926376123218,0.5566194367419546
43,-0.8203545739756551,-1.7094802608372952,0.7495989416082486
44,-0.5892086455336312,-2.142749258660105,0.9278965173426355
45,5.297550902929295,-0.6632793337087863,0.4112139069569755
46,5.027312057358792,-2.0406498052670874,0.3654686714027071
47,4.984448278881242,0.8960212493713942,0.6154893402854532
48,3.6705842173816143,1.1713301296692065,0.5179756575086502
49,-0.49670325248538744,-0.27594710809310313,1.3910497834492914
50,1.2476579176738212,2.3982876469733374,2.970715958771991
51,-0.0838427836602603,-1.4354418166292777,1.6546832703918397
52,-0.42838965391950834,-2.391055223516571,1.0062019841095295
53,-0.16307824014077593,-2.9173043699595773,1.2339577145408165
54,-0.4802405738112041,-1.7587746506244228,1.0917045231472309
55,-0.32255902513117773,-2.583919266992684,1.0782400657378104
56,-0.30005513784569143,-2.6196127349290825,1.0894413411209911
57,-0.2845736820961931,-2.6694587964273526,1.1206453137866872
58,-0.20651066209821808,-2.8396830410118867,1.2033363391486072
59,-0.14584665132282937,-2.9607816002801624,1.2569331467406184
60,-0.10785759959998402,-2.968006673280801,1.2256513600308832
61,-0.09232026073492362,-3.0176110742207856,1.2573259969578405
62,-0.030915705923284364,-3.138617096656379,1.3096642924403097
63,-0.17691965270868235,-2.8614394541037105,1.193895604550236
64,-0.1846535565430886,-2.8757361194253144,1.2149788947423585
65,-0.26018012029828863,-2.704110409509253,1.1333159974925806
66,-0.21648409742298372,-2.776934582601701,1.1507798987143734
67,-0.1543600124208571,-2.8970038657253045,1.2052970468166584
68,-0.0997283951748063,-3.0320592971074087,1.2773879494743892
69,0.09896710446634105,-3.3663125621850805,1.394636981497045
70,0.06034082340455474,-3.281019149540936,1.3529088902514341
71,-0.03150097283069583,-3.1388272404987334,1.3103328601311444
72,-0.024399299077204038,-3.1247968898688754,1.2898813793987018
73,0.09905988421564642,-3.366201222686654,1.394705601180137
74,-0.07033306446193287,-3.053710246277965,1.268596521187906
75,-0.008141076652059986,-3.174417015897762,1.3200700518614843
76,-0.07030026395935711,-3.053678962120879,1.2686032190288676
77,0.014283656614925668,-3.2100161690823037,1.3316653072416602
78,-0.031216430395915585,-3.138785977524851,1.3098506522016498
79,-0.1937979074161194,-2.8122885609171573,1.1638155797303913
80,0.09899794246863768,-3.3662572335680836,1.3946989437936574
81,0.14486247416747805,-3.4374130218405736,1.4159585409272828
82,-0.6932673134377941,-0.4996750090066919,-0.8386923816416709
83,-1.5345665550021723,-0.3793936841318857,0.2070201434910429
84,-1.4322064493918103,-0.5785390601994879,0.2936322876807158
85,-1.1246881889758829,-1.182310180127827,0.5573460201396669
86,5.190941545638362,-0.9791033939107547,0.6875915944115054
87,4.66317903336113,0.08474827596562155,0.33102953643881927
88,3.567971814443587,0.95339362085064,0.743951034051908
89,3.8913900551604814,1.100274840167249,0.3745317478390451
90,-0.4860568306621916,-0.09654010663633818,1.418496706150024
91,-0.4957383195802533,-0.45008152309146865,1.369820398177364
92,-0.6963032084303242,-1.2388114549055953,0.9820529612389278
93,-0.7452423208358139,-1.7433595214574706,0.7706472667296811
94,-0.6075355292591181,-2.10781341784281,0.9497310851944262
95,-0.6810073650705174,-2.0003449583306536,0.8857440003093976
96,-0.41281451545601067,-2.441143938829991,1.0339097516782538
97,-0.3977397632047752,-2.4907931466372113,1.0664077263596696
98,-0.4598168669313071,-2.3702271238854875,1.0143549349899748
99,-0.5833492650174659,-2.12891004735786,0.9094545350796603
100,-0.4300337619313994,-2.3919605732422804,1.0045765717685489
101,-0.34500946579014335,-2.548154554016225,1.0670999037524382
102,-0.4985815675816212,-2.28538724601693,0.9717970672936133
103,-0.35221469411089035,-2.5622600037609136,1.0875715234457384
104,-0.4216618201664475,-2.4559427245135517,1.0559814440843542
105,-0.44441389609008713,-2.4203914224305505,1.0449242556567977
106,-0.3099666768673107,-2.3667541610539296,1.143865506899324
107,-0.2671956256114512,-2.718299174270343,1.151841877842662
108,-0.10739822262220976,-2.9676728911778976,1.225532269111348
109,-0.17686559156247422,-2.8612157530403137,1.194326488526472
110,-0.3991815085057117,-2.491785383643467,1.0668655420731374
111,-0.11543929983227938,-2.982104857846097,1.2468965341479128
112,-0.28466968292028766,-2.6695644426618927,1.1205700867674457
113,-0.10806576004043586,-2.967869146920158,1.2263838911032015
114,-0.03064629130451712,-3.138279026638014,1.3099217071244016
115,-0.06931935339034827,-3.053251967086162,1.2676571517614548
116,-0.2689830729359588,-2.719244262477388,1.1517618708806208
117,-0.023455279174508105,-3.1243471325835106,1.289057231979886
118,-0.11576120824832105,-2.982256511457437,1.2471668175951207
119,-0.22345266440438769,-2.7904189824560075,1.1736347859096872
120,-0.36982117657843067,-2.5134716894429667,1.0580530158638668
121,-0.11574483545795101,-2.9822621210381923,1.2471172710717267
122,-0.19996494739657353,-2.825831411286882,1.1835421903023362
123,-0.6716513418594927,-0.4508135135742094,-0.9265606707742994
124,-1.792061010481574,0.14970967082031497,-0.032219729917196786
125,-1.5694314924470774,-0.2912562640991284,0.16461952993081574
126,-1.5083145874015063,-0.412302011588968,0.21743439078967775
127,-1.5547156610490678,-0.1904486629828928,0.14344689852661982
128,4.552350641872158,0.13389080837629164,0.44218846680419793
129,3.522374132038421,0.7062866512647491,0.43439261784332595
130,3.2371722930926095,1.1634077012906807,0.527889963237953
131,2.292201180865556,2.13087454045543,1.3866749930811886
132,0.4142786891326508,2.199549192226961,2.3925911088839085
133,-1.1608262949111638,-1.0953976412018462,0.5159117874913299
134,-1.062779369658534,-0.5249738988145534,0.701960809223763
135,-0.7993233721784707,-1.7563705472767606,0.7781967486728042
136,-0.9407716390525633,-1.4661780715175352,0.6432632491640121
137,-1.0333488829431994,-1.324255820566601,0.6015119227352178
138,-0.7485482407790769,-1.814537975641004,0.7794996299901988
139,-0.8253647692016429,-1.7221966389905667,0.769034348214081
140,-0.8802561673147554,-1.58756880812503,0.696440392704529
141,-0.8715566454711517,-1.651402059453299,0.7475578306622516
142,-0.811968495033361,-1.6944588382474635,0.7289645193617362
143,-0.5882072992331734,-2.1418986001595237,0.927940753529708
144,-0.7117855697966367,-1.9005645721339592,0.8231777727091159
145,-0.5426411087549774,-2.2132297602318114,0.9493630752169722
146,-0.5959867523264684,-2.1563214557107893,0.9487946254431854
147,-0.7548207336377136,-1.8227842146644126,0.7921882013888342
148,-0.7817133970607586,-1.79437848718449,0.7922272371907211
149,-0.5899178787615242,-2.142531586969404,0.9298259840966077
150,-0.48195973646263984,-2.334374135754026,1.0027973104550207
151,-0.28263018325252387,-2.668340952329991,1.1194539213578025
152,-0.3587371751554993,-2.5759618584046895,1.1076495395129653
153,-0.3361013221360482,-2.611559078938484,1.1188244414853563
154,-0.2672917402649568,-2.7182528697657333,1.1507812074314097
155,-0.28325666305963576,-2.6687457192528483,1.119718129110912
156,-0.4210410180233608,-2.4554016529136335,1.0560348014062533
157,-0.42122851843538506,-2.455484309711177,1.0562055769474936
158,-0.1139597640489718,-2.9813496848262657,1.2457414265063922
159,-0.39848940795895765,-2.491182722087389,1.0669239194194258
160,-0.20992036881145318,-2.8463444746199102,1.2141103628625616
161,-0.35265119200420414,-2.562333426152906,1.0882416274920266
162,-0.4143776977091628,-2.4415902203528725,1.0359160904893308
163,-0.31391031559892674,-2.6475090186216823,1.1300088401241322
164,-0.4899473372330347,-0.5670639044549781,-1.0367423300528635
165,-1.859860396278422,0.3172279297769796,-0.1220221532804966
166,-1.8322302994804196,0.23072724937433978,-0.06114190327023463
167,-1.7872752057304164,0.15910176150942507,-0.03919463674577606
168,5.735586398692045,-0.7589391821173121,0.3697551728011931
169,5.445643917859269,-0.26602414674021685,0.5680737153347997
170,4.363494271017297,0.9959169591473258,0.8352595793624439
171,3.1165336664220242,1.2519979968359087,0.5863220338764248
172,-0.9515549542076478,0.2824260839933563,0.9843248488647827
173,-0.47060550195465073,1.3132184606360369,1.63086154598328
174,-0.8295784572421241,0.343602625748541,1.1422118130349388
175,-0.8814594006610408,-0.016695785209886422,1.0469341019416263
176,-1.3666440237090847,-0.6967792325154735,0.34428791179820084
177,-1.2228832682682866,-0.9797364528262303,0.47344711790017135
178,-1.2833138745432244,-0.853648674877847,0.40857812285469675
179,-1.2228792206954289,-0.9747334718980706,0.46266504558960486
180,-1.1588116876051902,-1.0887179299796679,0.5065678125418623
181,-1.0619440764869568,-1.3018592988704154,0.6104876165211698
182,-0.9360701805416697,-1.4585930510490615,0.6320921492995397
183,-1.0020288276323834,-1.3451567272933058,0.590654833343791
184,-1.009081294618126,-1.3593916809058595,0.6105110582237004
185,-0.8008955310601802,-1.7572357413601454,0.7778647203045075
186,-0.8706894118898814,-1.6508006443929621,0.7472605607364298
187,-0.7486365790878987,-1.814523229391071,0.7796915390537317
188,-0.9294885600644633,-1.5233525551543967,0.6852071077065356
189,-1.0890012572095833,-1.1903968244162966,0.5271952492600611
190,-0.8266142774405696,-1.722531823163089,0.7707051583301749
191,-0.8064118015058879,-1.7651223028836789,0.7899148556454139
192,-0.46537005296005185,-2.383770715637359,1.0314997543723439
193,-0.4338933500063403,-2.4826409092261223,1.0962299095824355
194,-0.4898392418631243,-2.2700960606267513,0.9511016209528939
195,-0.6284681002015832,-2.0569738501142254,0.8885768864885383
196,-0.6741176797273648,-1.98594924438611,0.8665697151620556
197,-0.6658575394438102,-2.049755703747832,0.9186324433816864
198,-0.5052343828994003,-2.2985646500790056,0.9934003770869256
199,-0.49789847509813556,-2.28459816642263,0.972316885114716
200,-0.5279837924407131,-2.2631876509851794,0.9819101609946365
201,-0.49799843573570596,-2.2846933339411555,0.9722819784042085
202,-0.5666484562772164,-2.1780739634380106,0.9398240484471231
203,-0.4204132233962628,-2.455067775611943,1.0555662037235427
204,-0.47509329362656516,-2.3203535379766183,0.9827520760128085
205,-0.3459727010465499,-0.6185925967296615,-1.1845123324643776
206,-1.8820794112345023,0.36306610241937687,-0.12936126472774287
207,-1.898965458787047,0.40507462979867415,-0.15663473411882217
208,-1.8241677066444468,0.24065443082221263,-0.07340342412966697
209,5.562958690937625,-0.7191558332835716,0.3795240072720801
210,5.101487082732943,-0.25187425681098224,0.36739337470251193
211,4.99985988441772,0.5016053029470945,0.4982221472626753
212,4.269544208617784,1.6045052773851054,0.8040026071441586
213,1.5359425369699782,3.279917345422275,2.742960942382192
214,0.56531827382035,2.8794079308831493,2.46479409530847
215,-0.22618484124384097,2.3354391995060655,1.9594521231433966
216,-0.4712163738238934,2.11475711025277,1.5437984832805065
217,-1.7337242902423076,0.029443352854357535,0.028025437532429857
218,-1.3961484676920874,-0.5332985377874689,0.27677545569076634
219,-1.5962208238766422,-0.2624544564697516,0.16537994269389644
220,-1.389020216819217,-0.6605434934654582,0.3341222526096349
221,-1.350317053967196,-0.7460483058870891,0.37517551639186925
222,-1.1516038926824335,-1.0803371401578483,0.4922933379336723
223,-1.215759058520325,-0.9600686391120679,0.4436983731090384
224,-1.2310374051301507,-0.9106535525014905,0.4110393098071686
225,-0.9411602093753242,-1.4718141495853931,0.6504468666858192
226,-1.0755804121008752,-1.2517373564468226,0.5762272894181205
227,-1.1221553019905601,-1.1809054717366567,0.5556115643773322
228,-0.9706320022446154,-1.4441075448932468,0.6539705668922293
