noise,coupling,conn_complex,cv,cv2,isi_distance,max_cluster,mean_firing_rate,pearson_correlation,fano_factor,spike_contrast,spike_distance,spike_sync,largest_assembly,assembly_variety
0.003,0.195,50,0.00501252,0.00636744,0.00399,41,2.322,0.9906399,0.0,0.99443161,0.00305,1.0,50,30
0.003,0.2,50,0.00490987,0.00623176,0.00386,35,2.322,0.99019618,0.0,0.99459192,0.00293,1.0,50,30
0.0035,0.0,23,0.22816546,0.14725313,0.15979,22,2.11044,0.00105568,0.0486454,0.12583158,0.25325,0.89071,34,27
0.0035,0.005,31,0.73240308,0.45019652,0.44448,31,1.38956,0.06205039,0.57435677,0.16028788,0.27582,0.60219,42,40
0.0035,0.01,20,1.33129806,0.81775211,0.57917,19,0.55988,0.03446827,2.20081589,0.12881332,0.31151,0.27705,24,25
0.0035,0.015,7,1.25354925,1.14941341,0.52565,7,0.1239199999999999,0.00840528,2.19816656,0.14218851,0.30325,0.14468,9,9
0.0035,0.02,8,1.09931726,1.1411787,0.51072,8,0.064,0.01142396,1.33375,0.1328125,0.29967,0.17972,10,10
0.0035,0.025,18,1.03797253,1.0792452,0.49854,12,0.08236,0.02511461,1.17405537,0.13744536,0.29299,0.21623,18,13
0.0035,0.03,20,0.99252047,0.9615645,0.50264,16,0.10096,0.04653613,0.75217116,0.14639461,0.29365,0.26566,20,17
0.0035,0.035,19,0.93563212,0.90571891,0.49667,19,0.10904,0.06203061,0.74045488,0.13939839,0.29312,0.29477,19,20
0.0035,0.04,24,0.91713275,0.89483516,0.49135,18,0.10916,0.07730572,0.83480396,0.15225357,0.28677,0.31445,24,20
0.0035,0.045,30,0.89728238,0.87711938,0.48525,23,0.1174799999999999,0.11112593,0.77821587,0.144365,0.28373,0.33057,30,25
0.0035,0.05,43,0.86404119,0.86739256,0.47704,27,0.12844,0.14178845,0.52338212,0.16137309,0.2775,0.35916,43,29
0.0035,0.055,50,2.69357578,0.07810378,0.26134,50,1.19588,0.89616978,0.04163695,0.92890723,0.14651,0.96152,50,50
0.0035,0.06,50,1.24632804,0.60911044,0.45947,41,0.22196,0.47299631,0.51234096,0.49611155,0.25185,0.59678,50,42
0.0035,0.065,50,1.28329122,0.02433323,0.05504,50,2.1437600000000003,0.94393209,0.00289734,0.97443447,0.03588,0.99654,50,49
0.0035,0.07,50,2.16661035,0.06607936,0.19067,50,1.51124,0.91547706,0.03196792,0.95229872,0.10362,0.97204,50,51
0.0035,0.075,50,0.03226128,0.01772054,0.01633,50,2.30672,0.95578224,0.00023445,0.98155023,0.01208,0.99974,50,49
0.0035,0.08,50,2.2075822,0.06488864,0.19444,50,1.47744,0.91793775,0.04537795,0.94608497,0.10627,0.96945,50,51
0.0035,0.085,50,0.1225586,0.01668834,0.01922,50,2.3004,0.95422313,0.00090419,0.98394202,0.01331,0.99945,50,41
0.0035,0.09,50,0.33728059,0.01797038,0.02194,50,2.2816400000000003,0.96257478,0.00076051,0.98187984,0.01502,0.99865,50,44
0.0035,0.095,50,0.01058249,0.01398696,0.01087,50,2.3240000000000003,0.96756102,0.0,0.98773824,0.00854,1.0,50,43
0.0035,0.1,50,0.05319489,0.01394194,0.01416,48,2.31108,0.96604244,0.00038804,0.98552634,0.00987,0.99962,50,43
0.0035,0.105,50,0.00961221,0.01269741,0.00977,48,2.3240000000000003,0.96941183,0.0,0.9871685,0.00761,1.0,50,42
0.0035,0.11,50,0.00924082,0.01216981,0.00921,50,2.3240000000000003,0.96978068,0.0,0.98706874,0.00714,1.0,50,46
0.0035,0.115,50,0.00888571,0.01170066,0.00877,46,2.3240000000000003,0.97189663,0.0,0.98745161,0.00684,1.0,50,45
0.0035,0.12,50,0.00851194,0.01121394,0.00831,46,2.3240000000000003,0.9756665,0.0,0.98964136,0.00645,1.0,50,44
0.0035,0.125,50,0.00824456,0.01084104,0.00797,46,2.3240000000000003,0.97552342,0.0,0.98999192,0.00618,1.0,50,43
0.0035,0.13,50,0.00801112,0.0104843,0.00766,47,2.3240000000000003,0.97686099,0.0,0.99111841,0.00598,1.0,50,36
0.0035,0.135,50,0.00766818,0.00995096,0.00728,49,2.3240000000000003,0.97819725,0.0,0.99029857,0.00566,1.0,50,42
0.0035,0.14,50,0.00745143,0.00968157,0.00697,46,2.3240000000000003,0.9780056,0.0,0.99093646,0.00537,1.0,50,44
0.0035,0.145,50,0.007344,0.00949698,0.00675,49,2.3240000000000003,0.97976453,0.0,0.99183322,0.00515,1.0,50,36
0.0035,0.15,50,0.00714471,0.00924628,0.00648,46,2.3240000000000003,0.98091308,0.0,0.9923285,0.00495,1.0,50,41
0.0035,0.155,50,0.00695403,0.00899909,0.00623,49,2.322,0.9764829,0.0,0.99488759,0.00472,1.0,50,45
0.0035,0.16,50,0.00677263,0.00876149,0.00595,44,2.322,0.98365198,0.0,0.99267169,0.0045,1.0,50,37
0.0035,0.165,50,0.00659921,0.00851742,0.0057,42,2.322,0.98546887,0.0,0.99297369,0.00433,1.0,50,33
0.0035,0.17,50,0.00641286,0.00822505,0.00545,48,2.322,0.98005366,0.0,0.9945972,0.00421,1.0,50,43
0.0035,0.175,50,0.00643805,0.00825234,0.00523,44,2.322,0.98153841,0.0,0.99478915,0.00399,1.0,50,34
0.0035,0.18,50,0.00619961,0.0079179,0.00508,46,2.322,0.98401037,0.0,0.99307318,0.00386,1.0,50,35
0.0035,0.185,50,0.00611148,0.0077764,0.00492,46,2.322,0.9850921,0.0,0.99489849,0.00375,1.0,50,33
0.0035,0.19,50,0.00609516,0.00772753,0.00485,43,2.322,0.98780955,0.0,0.99338044,0.00371,1.0,50,36
0.0035,0.195,50,0.00589729,0.00745826,0.00456,48,2.322,0.98423748,0.0,0.9940463,0.0035,1.0,50,39
0.0035,0.2,50,0.00586523,0.00738807,0.00449,48,2.322,0.98494507,0.0,0.99513368,0.0034,1.0,50,38
0.004,0.0,21,0.25588833,0.16858479,0.18215,21,2.0718400000000003,-0.00018195,0.05517183,0.12577226,0.25498,0.87278,34,25
0.004,0.005,29,0.73618463,0.46574939,0.45095,25,1.36164,0.045773,0.46077906,0.13817437,0.27968,0.58927,36,35
0.004,0.01,19,1.28787377,0.79812245,0.57575,18,0.5988,0.02396254,1.59866399,0.12661991,0.30982,0.28971,23,24
0.004,0.015,7,1.28344894,1.11822988,0.52639,7,0.15812,0.00617279,1.35411586,0.1403997,0.30383,0.14945,9,10
0.004,0.02,10,1.09933717,1.13805506,0.49812,8,0.07748,0.00990298,1.34105318,0.12958183,0.29744,0.173,10,10
0.004,0.025,14,1.03019007,1.03224135,0.49445,10,0.09056,0.02109091,0.99031802,0.13140459,0.29348,0.22308,14,12
0.004,0.03,18,0.97137717,0.97301316,0.49124,14,0.10264,0.04370578,0.57711613,0.12802027,0.29321,0.26311,18,17
0.004,0.035,18,0.92091768,0.92680066,0.49148,16,0.10904,0.05316412,0.86151137,0.12912693,0.29263,0.29118,18,18
0.004,0.04,17,0.92117278,0.87392509,0.49728,16,0.10992,0.06698219,1.05965066,0.13391557,0.29347,0.30538,17,18
0.004,0.045,28,0.86960006,0.86799276,0.48402,19,0.11296,0.08699198,0.77849858,0.12694759,0.28838,0.32491,29,20
0.004,0.05,27,0.88277032,0.85218427,0.48683,22,0.12088,0.114613,0.71023163,0.14791529,0.28252,0.34814,27,23
0.004,0.055,35,0.8893942,0.87572964,0.4799,31,0.13224,0.16393732,0.70395644,0.18728434,0.27384,0.3641,35,33
0.004,0.06,50,1.86273524,0.3163649,0.43102,44,0.38892,0.7038213,0.21088347,0.73684359,0.23994,0.79897,50,46
0.004,0.065,50,2.14432618,0.04282456,0.13734,50,1.76012,0.92396321,0.01879008,0.96841745,0.07983,0.98572,50,51
0.004,0.07,50,1.71917233,0.3981282,0.41915,47,0.4087599999999999,0.68676909,0.25714649,0.71611023,0.22468,0.77738,50,49
0.004,0.075,50,1.60665516,0.03016231,0.08954,50,2.00936,0.9389928,0.01431063,0.99056004,0.05283,0.99281,50,50
0.004,0.08,50,0.714617,0.02287981,0.03779,48,2.21408,0.95027398,0.00263622,0.97837487,0.02487,0.99771,50,48
0.004,0.085,50,1.15851135,0.02789674,0.05448,50,2.12528,0.9467165,0.00631484,0.99029959,0.03288,0.99463,50,49
0.004,0.09,50,0.02116889,0.01684261,0.01454,50,2.31856,0.95901759,0.0001739,0.98392528,0.01082,0.99982,50,51
0.004,0.095,50,0.07033673,0.01650604,0.01633,50,2.31332,0.95858664,0.0004015,0.98507869,0.01143,0.99965,50,51
0.004,0.1,50,0.01140286,0.0150544,0.01158,50,2.326,0.96548964,0.0,0.98847527,0.009,1.0,50,48
0.004,0.105,50,0.19314357,0.01665214,0.02069,50,2.28764,0.96335757,0.00103828,0.9860646,0.01367,0.99867,50,48
0.004,0.11,50,0.01051684,0.01378106,0.01046,50,2.326,0.96498696,0.0,0.98837945,0.00822,1.0,50,45
0.004,0.115,50,0.00998259,0.013052,0.00989,50,2.3240000000000003,0.96799813,0.0,0.98622993,0.00764,1.0,50,41
0.004,0.12,50,0.00967359,0.0126611,0.00942,43,2.326,0.97296553,0.0,0.98762384,0.00735,1.0,50,40
0.004,0.125,50,0.00938721,0.01224359,0.00903,50,2.326,0.96876166,0.0,0.99143875,0.007,1.0,50,50
0.004,0.13,50,0.00908261,0.01179233,0.00861,47,2.326,0.96809754,0.0,0.98899609,0.00667,1.0,50,46
0.004,0.135,50,0.00873277,0.01134459,0.0082,47,2.3240000000000003,0.97496818,0.0,0.98982261,0.0063,1.0,50,44
0.004,0.14,50,0.0084367,0.01097078,0.0078,48,2.3240000000000003,0.97579383,0.0,0.99155573,0.00599,1.0,50,42
0.004,0.145,50,0.00820405,0.01066238,0.00745,45,2.3240000000000003,0.97857529,0.0,0.99032737,0.00574,1.0,50,42
0.004,0.15,50,0.00800433,0.01034247,0.00724,49,2.3240000000000003,0.98216007,0.0,0.99125716,0.00556,1.0,50,36
0.004,0.155,50,0.00783566,0.01012889,0.00697,48,2.3240000000000003,0.98190674,0.0,0.99444062,0.00532,1.0,50,39
0.004,0.16,50,0.00772652,0.00990893,0.00676,49,2.3240000000000003,0.98170065,0.0,0.99337104,0.00511,1.0,50,41
0.004,0.165,50,0.00738102,0.0093973,0.00635,47,2.3240000000000003,0.98079231,0.0,0.99184868,0.0049,1.0,50,39
0.004,0.17,50,0.00722132,0.00918163,0.00614,50,2.322,0.98280655,0.0,0.99099053,0.00469,1.0,50,38
0.004,0.175,50,0.00720818,0.00917411,0.00607,48,2.3240000000000003,0.97802004,0.0,0.99301697,0.00462,1.0,50,43
0.004,0.18,50,0.00713061,0.00905513,0.00594,43,2.3240000000000003,0.98328106,0.0,0.99094032,0.00453,1.0,50,38
0.004,0.185,50,0.00698576,0.008894,0.00556,48,2.322,0.97582126,0.0,0.99272689,0.0042,1.0,50,48
0.004,0.19,50,0.00689013,0.00872577,0.00535,42,2.322,0.98467595,0.0,0.99449208,0.00403,1.0,50,38
0.004,0.195,50,0.00671489,0.00857913,0.00522,48,2.322,0.98230113,0.0,0.99286576,0.00394,1.0,50,40
0.004,0.2,50,0.0065671,0.00826171,0.00502,41,2.322,0.98949778,0.0,0.99484224,0.00382,1.0,50,32
0.0045,0.0,21,0.27878422,0.18812953,0.2014,21,2.036,0.00065495,0.06212181,0.12647348,0.25548,0.85678,34,26
0.0045,0.005,27,0.74376472,0.48136181,0.45651,26,1.33636,0.02951854,0.46015684,0.12469694,0.28194,0.57778,32,33
0.0045,0.01,18,1.28027488,0.78049,0.58052,18,0.6358400000000001,0.02066936,1.53910921,0.13176271,0.30977,0.30154,21,21
0.0045,0.015,10,1.29887615,1.09510665,0.53079,7,0.2006,0.00777178,1.84775673,0.13250249,0.30493,0.1545,10,11
0.0045,0.02,7,1.1431581,1.16183601,0.50417,7,0.0901199999999999,0.00767486,1.14550377,0.12960497,0.29919,0.16154,9,9
0.0045,0.025,14,1.08305215,1.11773016,0.50275,9,0.09124,0.0148119,1.05119684,0.13327488,0.29774,0.19236,14,10
0.0045,0.03,15,0.99869528,1.01079174,0.49369,13,0.09844,0.03186677,0.93725315,0.13774888,0.29286,0.24168,18,16
0.0045,0.035,18,0.98180482,0.94336935,0.50828,16,0.1044,0.04715158,0.81915709,0.13524904,0.29598,0.273,18,17
0.0045,0.04,17,0.90349084,0.90123443,0.4911,15,0.10692,0.06289832,0.986315,0.13935653,0.29144,0.30637,18,18
0.0045,0.045,17,0.90539447,0.88682844,0.4935,15,0.1064,0.06567548,0.96842105,0.13139098,0.29214,0.30879,18,18
0.0045,0.05,30,0.8748986,0.86003498,0.48076,25,0.12152,0.11474829,0.83644503,0.13761668,0.28219,0.33818,31,26
0.0045,0.055,33,0.91350124,0.88475552,0.49384,28,0.12076,0.14936741,0.4669692,0.16697929,0.27836,0.34905,33,30
0.0045,0.06,50,2.41465205,0.15810223,0.35274,48,0.72008,0.83151015,0.08109766,0.86916948,0.19877,0.90733,50,49
0.0045,0.065,44,0.92596235,0.87712314,0.48194,33,0.13964,0.19472955,0.64548267,0.21316929,0.27081,0.38063,44,34
0.0045,0.07,50,1.94197613,0.03194335,0.09387,50,1.97676,0.93695869,0.00586374,0.96746396,0.05753,0.99371,50,47
0.0045,0.075,50,0.98402115,0.02521647,0.0488,50,2.19956,0.94476436,0.00408409,0.9816256,0.03076,0.99748,50,49
0.0045,0.08,50,0.14218633,0.02140285,0.02338,50,2.3016400000000004,0.94660103,0.00054535,0.98059235,0.017,0.9995,50,51
0.0045,0.085,50,0.70539,0.02427048,0.02943,50,2.25604,0.94744882,0.00182585,0.98582529,0.01806,0.99779,50,50
0.0045,0.09,50,0.01386146,0.01825381,0.01435,50,2.32984,0.95200362,6.318e-05,0.9813136,0.01135,0.99994,50,47
0.0045,0.095,50,0.33354835,0.01999916,0.02173,49,2.29068,0.95669142,0.00141827,0.97960752,0.01528,0.99893,50,49
0.0045,0.1,50,0.1155492,0.01767205,0.01834,50,2.3078,0.9590234,0.00038998,0.98935518,0.01302,0.99952,50,51
0.0045,0.105,50,0.35761102,0.01874837,0.02796,50,2.268,0.9553016,0.00243386,0.98198642,0.01864,0.99807,50,49
0.0045,0.11,50,0.64483445,0.01852823,0.03009,50,2.24724,0.96006746,0.00102846,0.9824967,0.01941,0.99818,50,49
0.0045,0.115,50,0.07686475,0.01619532,0.01434,49,2.31112,0.96815157,0.000594,0.99209748,0.01,0.99954,50,46
0.0045,0.12,50,0.01083976,0.01417656,0.01062,50,2.3280000000000003,0.97326644,0.0,0.98725752,0.00831,1.0,50,43
0.0045,0.125,50,0.01040695,0.01352171,0.00995,49,2.326,0.96870391,0.0,0.99130047,0.00777,1.0,50,49
0.0045,0.13,50,0.01003823,0.01304661,0.00964,49,2.326,0.96350255,0.0,0.98749364,0.00745,1.0,50,48
0.0045,0.135,50,0.00968741,0.01254092,0.00916,49,2.326,0.9716268,0.0,0.99279976,0.00712,1.0,50,48
0.0045,0.14,50,0.00937442,0.01211024,0.00868,50,2.326,0.97155986,0.0,0.98990472,0.00681,1.0,50,44
0.0045,0.145,50,0.00911626,0.01177301,0.00833,46,2.326,0.97917881,0.0,0.9912559,0.00646,1.0,50,42
0.0045,0.15,50,0.00904709,0.01162613,0.008,49,2.326,0.97744371,0.0,0.99133662,0.00614,1.0,50,40
0.0045,0.155,50,0.00871628,0.01125113,0.00766,50,2.326,0.97285397,0.0,0.99162546,0.00585,1.0,50,45
0.0045,0.16,50,0.00827333,0.01073456,0.0073,47,2.3240000000000003,0.97707101,0.0,0.99328217,0.00562,1.0,50,38
0.0045,0.165,50,0.05014108,0.01124381,0.01039,49,2.31812,0.97718914,0.00070436,0.99121506,0.00696,0.99957,50,46
0.0045,0.17,50,0.00806015,0.01028991,0.00687,49,2.3240000000000003,0.97601304,0.0,0.9926081,0.00532,1.0,50,42
0.0045,0.175,50,0.00793888,0.01013287,0.00665,50,2.3240000000000003,0.98432722,0.0,0.99261021,0.00507,1.0,50,41
0.0045,0.18,50,0.00785597,0.01000689,0.00646,44,2.3240000000000003,0.98099971,0.0,0.99379536,0.00491,1.0,50,39
0.0045,0.185,50,0.00785643,0.00993885,0.00633,46,2.3240000000000003,0.97786778,0.0,0.99277319,0.00474,1.0,50,39
0.0045,0.19,50,0.00758233,0.00951273,0.00595,47,2.3240000000000003,0.98272188,0.0,0.99315606,0.00455,1.0,50,40
0.0045,0.195,50,0.00762464,0.00965146,0.00596,47,2.3240000000000003,0.98268119,0.0,0.99380625,0.00446,1.0,50,37
0.0045,0.2,50,0.00740223,0.00933052,0.00569,41,2.3226,0.98386209,0.00018083,0.99371218,0.00429,0.99982,50,33
0.005,0.0,20,0.30269456,0.20511549,0.21854,20,2.00376,0.00067577,0.09788158,0.12689144,0.25724,0.84213,31,25
0.005,0.005,27,0.7543958,0.47988133,0.45983,26,1.33172,0.02617647,0.47283273,0.12432043,0.283,0.57634,36,31
0.005,0.01,16,1.22364419,0.7668254,0.57236,16,0.6766800000000001,0.02071228,1.05936159,0.13507123,0.30628,0.31771,21,22
0.005,0.015,10,1.32840902,1.04999779,0.5459,10,0.2452399999999999,0.00728333,1.78499103,0.12942424,0.30587,0.16712,13,12
0.005,0.02,7,1.11640872,1.17132725,0.49434,7,0.10164,0.00820994,1.03084612,0.13774105,0.29781,0.16131,8,9
0.005,0.025,13,1.06714749,1.094374,0.50082,10,0.09756,0.01457705,1.2499303,0.14452645,0.29667,0.1995,13,11
0.005,0.03,14,0.97872325,1.01415272,0.49501,13,0.103,0.02664762,1.09145631,0.13126214,0.29527,0.24119,14,15
0.005,0.035,14,0.90806819,0.96935421,0.48481,13,0.10608,0.04159399,1.02033183,0.14121418,0.29169,0.26968,16,16
0.005,0.04,23,0.90907249,0.89051796,0.49101,17,0.1094,0.06136257,1.02687386,0.14259598,0.29201,0.30347,23,20
0.005,0.045,19,0.89244697,0.87581924,0.48965,17,0.10484,0.05954939,0.86462419,0.13391835,0.29005,0.31083,19,19
0.005,0.05,26,0.8866361,0.88091153,0.48755,20,0.10728,0.08553387,0.65306488,0.13702461,0.28805,0.3237,26,22
0.005,0.055,24,0.89907594,0.88550409,0.49267,22,0.11108,0.10072633,0.73043572,0.14332013,0.28738,0.32929,26,23
0.005,0.06,50,2.07518307,0.04223215,0.12173,50,1.85748,0.91845271,0.00890712,0.95559354,0.07567,0.98972,50,50
0.005,0.065,50,2.56231307,0.06435581,0.21421,50,1.43972,0.90881998,0.03061762,0.93796533,0.12161,0.97388,50,47
0.005,0.07,50,2.575495,0.10957901,0.30231,50,1.0134,0.8690159,0.05267417,0.90394987,0.16579,0.94283,50,50
0.005,0.075,50,1.57083286,0.03309258,0.07998,50,2.043,0.93324102,0.00694077,0.9677258,0.0484,0.99403,50,51
0.005,0.08,50,1.2393008,0.02924309,0.05968,50,2.12528,0.93748152,0.00247534,0.97074775,0.03726,0.99604,50,51
0.005,0.085,50,0.87747032,0.02468251,0.04293,50,2.21156,0.94497081,0.00257881,0.97561021,0.02843,0.99786,50,49
0.005,0.09,50,0.24459565,0.02151433,0.02511,50,2.29156,0.95265431,0.00084798,0.97932039,0.01812,0.99915,50,49
0.005,0.095,50,0.57540698,0.02225234,0.03214,50,2.262,0.94595025,0.00194518,0.97951822,0.02032,0.9984,50,51
0.005,0.1,50,0.25325341,0.02059528,0.01904,50,2.30316,0.95268771,0.0009757,0.98182268,0.01311,0.99922,50,51
0.005,0.105,50,0.38252309,0.01983512,0.02767,50,2.26952,0.95434521,0.00111248,0.98027197,0.0191,0.99852,50,47
0.005,0.11,50,0.44138862,0.02200594,0.0275,50,2.26048,0.95702136,0.00246178,0.98263497,0.01815,0.99763,50,49
0.005,0.115,50,0.01214473,0.01592265,0.01202,50,2.33,0.96550384,0.0,0.98403293,0.00949,1.0,50,43
0.005,0.12,50,0.01182882,0.01538863,0.01156,50,2.3280000000000003,0.965878,0.0,0.99437794,0.00896,1.0,50,51
0.005,0.125,50,0.20999811,0.01687229,0.01726,49,2.2988,0.96449881,0.00073082,0.98508991,0.01209,0.99901,50,48
0.005,0.13,50,0.01095881,0.01424165,0.01045,50,2.326,0.96446066,0.0,0.98783933,0.00802,1.0,50,50
0.005,0.135,50,0.01054958,0.01371239,0.00984,48,2.326,0.96295262,0.0,0.98739151,0.00769,1.0,50,44
0.005,0.14,50,0.01025338,0.01325075,0.00953,48,2.326,0.97097844,0.0,0.9982582,0.00732,1.0,50,47
0.005,0.145,50,0.01133915,0.0130481,0.00947,50,2.32012,0.96764642,4.862e-05,0.98720496,0.00719,0.99995,50,51
0.005,0.15,50,0.00973151,0.01250735,0.00862,48,2.3280000000000003,0.97211027,0.0,1.0,0.00663,1.0,50,42
0.005,0.155,50,0.0094704,0.01218059,0.00835,50,2.326,0.97492113,0.0,0.99580887,0.00651,1.0,50,45
0.005,0.16,50,0.0093105,0.01185696,0.00803,49,2.326,0.97416907,0.0,0.98912559,0.00627,1.0,50,42
0.005,0.165,50,0.00907753,0.01153533,0.00775,47,2.326,0.97461138,0.0,0.99132013,0.00603,1.0,50,48
0.005,0.17,50,0.00895815,0.01146166,0.00756,45,2.326,0.97825351,0.0,0.99061821,0.00591,1.0,50,34
0.005,0.175,50,0.00876375,0.01111268,0.00729,45,2.3240000000000003,0.97738211,0.0,0.99118796,0.0056,1.0,50,42
0.005,0.18,50,0.00854258,0.01082392,0.00701,50,2.3240000000000003,0.97562712,0.0,0.99203344,0.00542,1.0,50,45
0.005,0.185,50,0.0084555,0.0107542,0.00675,50,2.3240000000000003,0.97219066,0.0,0.99289086,0.00518,1.0,50,43
0.005,0.19,50,0.00830054,0.01050473,0.00664,45,2.3240000000000003,0.98094589,0.0,0.99268819,0.00504,1.0,50,37
0.005,0.195,50,0.00821491,0.01035448,0.00642,49,2.3240000000000003,0.98290696,0.0,0.99678879,0.00487,1.0,50,44
0.005,0.2,50,0.00818715,0.01031741,0.00624,46,2.3240000000000003,0.97951513,0.0,0.99245846,0.00469,1.0,50,40
0.0055,0.0,22,0.32553079,0.22076971,0.23375,22,1.97484,0.0026421,0.0841016,0.12658241,0.2583,0.82927,31,24
0.0055,0.005,23,0.7481197,0.48319287,0.45855,23,1.33488,0.0207101,0.55358744,0.12640837,0.28464,0.57575,31,30
0.0055,0.01,24,1.21034827,0.74398307,0.57134,18,0.72076,0.02227517,0.93977357,0.12739331,0.30854,0.33584,24,24
0.0055,0.015,8,1.30483962,1.02973108,0.54425,8,0.28388,0.00675997,1.75691419,0.13273214,0.30583,0.17982,11,12
0.0055,0.02,8,1.17012443,1.15354858,0.51004,7,0.1235599999999999,0.00569009,1.22647459,0.13434769,0.29965,0.15957,8,9
0.0055,0.025,10,1.08981696,1.11315539,0.50255,10,0.0989999999999999,0.01115802,1.12666667,0.13252525,0.29898,0.18899,11,11
0.0055,0.03,12,1.03825248,1.05836587,0.50334,12,0.1016,0.02527359,1.05826772,0.14114173,0.29674,0.21862,17,14
0.0055,0.035,18,0.94932463,0.96634728,0.49663,14,0.10388,0.03186154,0.91444744,0.13785137,0.29658,0.26151,18,15
0.0055,0.04,14,0.90715242,0.91138599,0.49094,13,0.1028,0.04747563,0.52607004,0.12840467,0.29287,0.29415,16,17
0.0055,0.045,17,0.90441615,0.90560255,0.49342,16,0.10464,0.05504974,1.1448318,0.12633792,0.29251,0.29826,18,19
0.0055,0.05,21,0.88275753,0.90233837,0.48221,18,0.1044,0.07366018,0.78314176,0.1362069,0.28959,0.31009,21,20
0.0055,0.055,35,0.9147547,0.86866065,0.49227,24,0.11608,0.1161239,1.05786354,0.15144728,0.28412,0.34107,36,25
0.0055,0.06,35,0.86101247,0.88377195,0.47147,27,0.1264799999999999,0.15099704,0.92698292,0.17661093,0.27412,0.3592,38,28
0.0055,0.065,37,0.91141736,0.89443765,0.48016,30,0.1356,0.16145764,0.56578171,0.18731563,0.27375,0.36469,39,31
0.0055,0.07,48,0.91778997,0.8741484,0.48766,29,0.1362,0.18259322,0.71556535,0.20453234,0.2791,0.38445,48,32
0.0055,0.075,50,1.60035207,0.03859014,0.10054,50,1.95004,0.92549162,0.01753769,0.96202249,0.06141,0.99071,50,50
0.0055,0.08,50,2.4449255,0.08906959,0.25569,50,1.21624,0.8833245,0.09791752,0.92336737,0.14156,0.95778,50,50
0.0055,0.085,50,1.76018139,0.04320304,0.10718,50,1.91644,0.92598721,0.0225539,0.96317278,0.06004,0.98846,50,51
0.0055,0.09,50,0.01752282,0.02200061,0.01717,50,2.33192,0.93722878,3.293e-05,0.97748754,0.01355,0.99997,50,51
0.0055,0.095,50,0.07181824,0.02148467,0.0206,50,2.30924,0.94103511,0.00051584,0.97905275,0.01449,0.99959,50,51
0.0055,0.1,50,0.54474855,0.02351787,0.03847,50,2.23704,0.94965906,0.0036205,0.9776765,0.02496,0.9977,50,49
0.0055,0.105,50,0.01445687,0.01900743,0.01463,48,2.33,0.95421769,0.0,0.98317912,0.01131,1.0,50,49
0.0055,0.11,50,0.0256393,0.01844329,0.01569,50,2.3226,0.9520795,0.00024972,0.98463017,0.01151,0.99978,50,47
0.0055,0.115,50,0.01336554,0.01750983,0.01337,50,2.32988,0.96571031,4.841e-05,0.98175278,0.01023,0.99995,50,45
0.0055,0.12,50,0.10783417,0.01752925,0.01861,50,2.306,0.9610736,0.00072853,0.98504275,0.01278,0.99938,50,49
0.0055,0.125,50,0.01214481,0.01584692,0.01175,50,2.3280000000000003,0.97146329,0.0,0.98400344,0.00919,1.0,50,47
0.0055,0.13,50,0.01216418,0.01579813,0.01151,48,2.3280000000000003,0.96863127,0.0,0.98690652,0.00885,1.0,50,46
0.0055,0.135,50,0.01134605,0.01474034,0.01067,48,2.326,0.97118187,0.0,0.98688403,0.00825,1.0,50,46
0.0055,0.14,50,0.02646706,0.01508265,0.01222,50,2.3206,0.97255104,0.00018099,0.98713457,0.00872,0.99982,50,44
0.0055,0.145,50,0.01070947,0.01381417,0.0098,49,2.3280000000000003,0.96870739,0.0,0.99202434,0.00758,1.0,50,46
0.0055,0.15,50,0.01069042,0.01376651,0.00962,50,2.3280000000000003,0.97281762,0.0,0.99130865,0.00745,1.0,50,45
0.0055,0.155,50,0.01022906,0.0130944,0.00891,50,2.3280000000000003,0.97326513,0.0,0.99238832,0.00696,1.0,50,44
0.0055,0.16,50,0.01014417,0.01288708,0.00878,50,2.326,0.96966595,0.0,0.99219892,0.00671,1.0,50,43
0.0055,0.165,50,0.00982413,0.01239994,0.00829,48,2.3280000000000003,0.97174282,0.0,0.99012448,0.00642,1.0,50,45
0.0055,0.17,50,0.00987791,0.01239518,0.00816,50,2.326,0.97319259,0.0,0.98989068,0.00633,1.0,50,49
0.0055,0.175,50,0.00962098,0.01205961,0.00782,50,2.326,0.97613517,0.0,0.9893846,0.00608,1.0,50,48
0.0055,0.18,50,0.00916583,0.01165472,0.00753,46,2.3257600000000003,0.97869822,9.081e-05,0.99161055,0.00579,0.99991,50,42
0.0055,0.185,50,0.00944477,0.01181692,0.00738,48,2.326,0.97398008,0.0,0.99186762,0.00563,1.0,50,44
0.0055,0.19,50,0.00878586,0.01108574,0.00768,47,2.32536,0.97278488,0.00018715,0.99594287,0.00562,0.99981,50,42
0.0055,0.195,50,0.00927902,0.01154521,0.00703,48,2.326,0.97883888,0.0,0.99359187,0.00534,1.0,50,43
0.0055,0.2,50,0.00911842,0.0114007,0.00682,50,2.3240000000000003,0.98046547,0.0,0.99404124,0.00513,1.0,50,41
0.006,0.0,20,0.35165492,0.23526793,0.24947,20,1.94544,-0.00076028,0.12801382,0.12569907,0.25979,0.81528,30,22
0.006,0.005,24,0.75672141,0.48180155,0.46136,23,1.33236,0.0176777,0.60696448,0.13012999,0.2849,0.57396,29,29
0.006,0.01,20,1.18287396,0.73343842,0.56881,19,0.74916,0.01640253,1.03156495,0.12614128,0.30771,0.34483,26,23
