conn_complex,cv,cv2,isi_distance,max_cluster,mean_firing_rate,pearson_correlation,fano_factor,spike_contrast,spike_distance,spike_sync,largest_assembly,assembly_variety
-0.20075689545934947,-0.6870468539791185,-0.6665551779553536,-0.7984323795415206,0.1664081403353021,0.464890218144388,-0.8498883107656534,-0.48040380329027976,-0.6694698412388314,0.6138431349256651,0.6205859786689183,-0.10907012437459969,0.09869297989529602
0.6062070960929385,-0.6868473020275828,-0.6664814994629963,-0.7999544708501413,-1.557528747502176,0.464890218144388,0.8352405476093033,-0.48040380329027976,0.7787265115222342,-0.8570878437754031,0.6210719137155315,0.5519896729218864,-1.7018246526509035
0.6062070960929385,-0.6869737250206909,-0.6665120990421575,-0.8002262728695377,-2.247103502637167,0.464890218144388,0.841186996378072,-0.48040380329027976,0.7791517341298624,-0.8605797667408929,0.6210719137155315,0.5519896729218864,-2.2558300780497342
0.6062070960929385,-0.6869892814370293,-0.6665183071957052,-0.8002806332734171,-2.3850184536641654,0.464890218144388,0.842032948818106,-0.48040380329027976,0.7791517341298624,-0.8611617539018078,0.6210719137155315,0.5519896729218864,-2.2558300780497342
0.6062070960929385,-0.6848045611977374,-0.6663277452439155,-0.7860925678609174,-1.2816988454481795,0.46229160200566294,0.8351540477155244,-0.47046713954620295,0.774038482194066,-0.8476929081777759,0.6181967980230701,0.5519896729218864,-1.6325739744760497
-1.8953812777191543,1.0251620659328664,2.5296651537345944,1.6202250702605712,-1.4196137964751776,-2.5761270599530968,-1.1609259505065779,2.221665431473955,-0.9928802772850761,1.3475626627934547,-2.166656459529932,-2.375560857962552,-1.2863205836017806
-1.3305064836325526,1.0896932552813376,2.3419207267379223,1.6690950733480703,-1.005868943394183,-2.5384736424327934,-1.0506168724587566,3.3219135821856196,-1.0365067890605988,1.1782043989672009,-1.8663890953101954,-1.6200639467665678,-0.7323151582029499
0.20272510031679455,1.3330356709951074,2.4859678832344145,1.655341891166605,-0.5231666147996892,-2.4680988747575228,-0.9158967219317985,2.073886987896303,-1.0384399090728218,1.202980423817581,-1.8356941981991286,0.07980410342439634,-0.24756041097897313
0.20272510031679455,1.2642842565785082,2.5179733097962016,1.5617332756864348,0.1664081403353021,-2.3713667148180404,-0.6972121511834265,1.9163165640680115,-0.7593945811970412,1.00527107115247,-1.5598045754844871,0.07980410342439634,0.37569569259471136
0.6062070960929385,3.261890816020354,-0.6070088696096863,-0.32430093690618816,-0.5921240903131882,-0.07360668537836755,0.7986989566020244,-0.4462700167799609,0.7498092477014895,-0.49276388104263796,0.58013188603837,0.5519896729218864,-0.3860617673286808
0.6062070960929385,-0.6868722435569468,-0.6665307550162701,-0.8001719124656586,-2.522933404691164,0.464890218144388,0.8430741101589437,-0.48040380329027976,0.7791517341298624,-0.8615774590167471,0.6210719137155315,0.5519896729218864,-2.394331434399442
0.6062070960929385,-0.6870338015740285,-0.6665486231536383,-0.800443714485055,-2.522933404691164,0.464890218144388,0.8430741101589437,-0.48040380329027976,0.7791517341298624,-0.862159446177662,0.6210719137155315,0.5519896729218864,-2.394331434399442
0.6062070960929385,-0.687036818217501,-0.6665487807209872,-0.796203602982469,-2.4539759291776644,0.4659508777928477,0.842144914847052,-0.479817040801111,0.7786044191860317,-0.8601640616259536,0.6202215273839582,0.5519896729218864,-2.325080756224588
0.6062070960929385,-0.6561161043248316,-0.6656602899538696,-0.7912568062294518,-2.3160609781506665,0.4605415135857055,0.8404958232841236,-0.47983953766587484,0.7786253989438882,-0.8564227155915003,0.6202620219711762,0.5519896729218864,-2.1865793998748804
0.6062070960929385,-0.6870308440804279,-0.6665503563944765,-0.8003893540811757,-2.522933404691164,0.464890218144388,0.8430741101589437,-0.48040380329027976,0.7791517341298624,-0.8619931641316863,0.6210719137155315,0.5519896729218864,-2.394331434399442
0.6062070960929385,-0.6870445077008621,-0.6665536653088039,-0.800443714485055,-2.522933404691164,0.464890218144388,0.8430741101589437,-0.48040380329027976,0.7791517341298624,-0.862159446177662,0.6210719137155315,0.5519896729218864,-2.394331434399442
0.6062070960929385,-0.6870445077008621,-0.6665536653088039,-0.800443714485055,-2.522933404691164,0.464890218144388,0.8430741101589437,-0.48040380329027976,0.7791517341298624,-0.862159446177662,0.6210719137155315,0.5519896729218864,-2.394331434399442
0.6062070960929385,-0.6870445077008621,-0.6665536653088039,-0.800443714485055,-2.522933404691164,0.464890218144388,0.8430741101589437,-0.48040380329027976,0.7791517341298624,-0.862159446177662,0.6210719137155315,0.5519896729218864,-2.394331434399442
0.6062070960929385,-0.6870445077008621,-0.6665536653088039,-0.800443714485055,-2.522933404691164,0.464890218144388,0.8430741101589437,-0.48040380329027976,0.7791517341298624,-0.862159446177662,0.6210719137155315,0.5519896729218864,-2.394331434399442
0.6062070960929385,-0.6870445077008621,-0.6665536653088039,-0.800443714485055,-2.522933404691164,0.464890218144388,0.8430741101589437,-0.48040380329027976,0.7791517341298624,-0.862159446177662,0.6210719137155315,0.5519896729218864,-2.394331434399442
0.6062070960929385,-0.6870445077008621,-0.6665536653088039,-0.800443714485055,-2.522933404691164,0.464890218144388,0.8430741101589437,-0.48040380329027976,0.7791517341298624,-0.862159446177662,0.6210719137155315,0.5519896729218864,-2.394331434399442
0.6062070960929385,-0.6870445077008621,-0.6665536653088039,-0.800443714485055,-2.522933404691164,0.464890218144388,0.8430741101589437,-0.48040380329027976,0.7791517341298624,-0.862159446177662,0.6210719137155315,0.5519896729218864,-2.394331434399442
0.6062070960929385,-0.6870385335637892,-0.6665516484467376,-0.800443714485055,-2.522933404691164,0.464890218144388,0.8430741101589437,-0.48040380329027976,0.7791517341298624,-0.862159446177662,0.6210719137155315,0.5519896729218864,-2.394331434399442
0.6062070960929385,-0.6870445077008621,-0.6665536653088039,-0.800443714485055,-2.522933404691164,0.464890218144388,0.8430741101589437,-0.48040380329027976,0.7791517341298624,-0.862159446177662,0.6210719137155315,0.5519896729218864,-2.394331434399442
0.6062070960929385,-0.6870165495280257,-0.6665528774720592,-0.8003893540811757,-2.522933404691164,0.464890218144388,0.8430741101589437,-0.48040380329027976,0.7791517341298624,-0.8620763051546743,0.6210719137155315,0.5519896729218864,-2.394331434399442
0.6062070960929385,-0.6870339593070205,-0.6665547997937161,-0.8003893540811757,-2.522933404691164,0.464890218144388,0.8430741101589437,-0.48040380329027976,0.7791517341298624,-0.8620763051546743,0.6210719137155315,0.5519896729218864,-2.394331434399442
0.6062070960929385,-0.6870445077008621,-0.6665536653088039,-0.800443714485055,-2.522933404691164,0.464890218144388,0.8430741101589437,-0.48040380329027976,0.7791517341298624,-0.862159446177662,0.6210719137155315,0.5519896729218864,-2.394331434399442
0.6062070960929385,-0.6870445077008621,-0.6665536653088039,-0.800443714485055,-2.522933404691164,0.464890218144388,0.8430741101589437,-0.48040380329027976,0.7791517341298624,-0.862159446177662,0.6210719137155315,0.5519896729218864,-2.394331434399442
0.6062070960929385,-0.6870445077008621,-0.6665536653088039,-0.800443714485055,-2.522933404691164,0.464890218144388,0.8430741101589437,-0.48040380329027976,0.7791517341298624,-0.862159446177662,0.6210719137155315,0.5519896729218864,-2.394331434399442
0.6062070960929385,-0.6870445077008621,-0.6665536653088039,-0.800443714485055,-2.522933404691164,0.464890218144388,0.8430741101589437,-0.48040380329027976,0.7791517341298624,-0.862159446177662,0.6210719137155315,0.5519896729218864,-2.394331434399442
0.6062070960929385,-0.6870445077008621,-0.6665536653088039,-0.800443714485055,-2.522933404691164,0.464890218144388,0.8430741101589437,-0.48040380329027976,0.7791517341298624,-0.862159446177662,0.6210719137155315,0.5519896729218864,-2.394331434399442
0.6062070960929385,-0.6870445077008621,-0.6665536653088039,-0.800443714485055,-2.522933404691164,0.464890218144388,0.8430741101589437,-0.48040380329027976,0.7791517341298624,-0.862159446177662,0.6210719137155315,0.5519896729218864,-2.394331434399442
0.6062070960929385,-0.6870445077008621,-0.6665536653088039,-0.800443714485055,-2.522933404691164,0.464890218144388,0.8430741101589437,-0.48040380329027976,0.7791517341298624,-0.862159446177662,0.6210719137155315,0.5519896729218864,-2.394331434399442
0.6062070960929385,-0.6870445077008621,-0.6665536653088039,-0.800443714485055,-2.522933404691164,0.464890218144388,0.8430741101589437,-0.48040380329027976,0.7791517341298624,-0.862159446177662,0.6210719137155315,0.5519896729218864,-2.394331434399442
