spike_sync,assembly_variety,cv,cv2,fano_factor,isi_distance,largest_assembly,max_cluster,mean_firing_rate,spike_contrast
0.6205859786689183,0.098692979895296,-0.6870468539791185,-0.6665551779553536,-0.4804038032902797,-0.7984323795415206,-0.1090701243745996,0.1664081403353021,0.464890218144388,-0.6694698412388314
0.6210719137155315,-1.7018246526509035,-0.6868473020275828,-0.6664814994629963,-0.4804038032902797,-0.7999544708501413,0.5519896729218864,-1.557528747502176,0.464890218144388,0.7787265115222342
0.6210719137155315,-2.2558300780497342,-0.6869737250206909,-0.6665120990421575,-0.4804038032902797,-0.8002262728695377,0.5519896729218864,-2.247103502637167,0.464890218144388,0.7791517341298624
0.6210719137155315,-2.2558300780497342,-0.6869892814370293,-0.6665183071957052,-0.4804038032902797,-0.8002806332734171,0.5519896729218864,-2.385018453664165,0.464890218144388,0.7791517341298624
0.6181967980230701,-1.6325739744760497,-0.6848045611977374,-0.6663277452439155,-0.4704671395462029,-0.7860925678609174,0.5519896729218864,-1.2816988454481797,0.4622916020056629,0.774038482194066
-2.166656459529932,-1.2863205836017806,1.0251620659328664,2.5296651537345944,2.221665431473955,1.6202250702605712,-2.375560857962552,-1.4196137964751776,-2.5761270599530968,-0.992880277285076
-1.8663890953101956,-0.7323151582029499,1.0896932552813376,2.3419207267379223,3.32191358218562,1.6690950733480705,-1.6200639467665678,-1.005868943394183,-2.5384736424327934,-1.0365067890605988
-1.8356941981991288,-0.2475604109789731,1.3330356709951074,2.4859678832344145,2.073886987896303,1.655341891166605,0.0798041034243963,-0.5231666147996892,-2.4680988747575228,-1.0384399090728218
-1.5598045754844871,0.3756956925947113,1.2642842565785082,2.5179733097962016,1.9163165640680115,1.5617332756864348,0.0798041034243963,0.1664081403353021,-2.3713667148180404,-0.7593945811970412
0.58013188603837,-0.3860617673286808,3.261890816020354,-0.6070088696096863,-0.4462700167799609,-0.3243009369061881,0.5519896729218864,-0.5921240903131882,-0.0736066853783675,0.7498092477014895
0.6210719137155315,-2.394331434399442,-0.6868722435569468,-0.6665307550162701,-0.4804038032902797,-0.8001719124656586,0.5519896729218864,-2.522933404691164,0.464890218144388,0.7791517341298624
0.6210719137155315,-2.394331434399442,-0.6870338015740285,-0.6665486231536383,-0.4804038032902797,-0.800443714485055,0.5519896729218864,-2.522933404691164,0.464890218144388,0.7791517341298624
0.6202215273839582,-2.325080756224588,-0.687036818217501,-0.6665487807209872,-0.479817040801111,-0.796203602982469,0.5519896729218864,-2.4539759291776644,0.4659508777928477,0.7786044191860317
0.6202620219711762,-2.1865793998748804,-0.6561161043248316,-0.6656602899538696,-0.4798395376658748,-0.7912568062294518,0.5519896729218864,-2.3160609781506665,0.4605415135857055,0.7786253989438882
0.6210719137155315,-2.394331434399442,-0.6870308440804279,-0.6665503563944765,-0.4804038032902797,-0.8003893540811757,0.5519896729218864,-2.522933404691164,0.464890218144388,0.7791517341298624
0.6210719137155315,-2.394331434399442,-0.6870445077008621,-0.6665536653088039,-0.4804038032902797,-0.800443714485055,0.5519896729218864,-2.522933404691164,0.464890218144388,0.7791517341298624
0.6210719137155315,-2.394331434399442,-0.6870445077008621,-0.6665536653088039,-0.4804038032902797,-0.800443714485055,0.5519896729218864,-2.522933404691164,0.464890218144388,0.7791517341298624
0.6210719137155315,-2.394331434399442,-0.6870445077008621,-0.6665536653088039,-0.4804038032902797,-0.800443714485055,0.5519896729218864,-2.522933404691164,0.464890218144388,0.7791517341298624
0.6210719137155315,-2.394331434399442,-0.6870445077008621,-0.6665536653088039,-0.4804038032902797,-0.800443714485055,0.5519896729218864,-2.522933404691164,0.464890218144388,0.7791517341298624
0.6210719137155315,-2.394331434399442,-0.6870445077008621,-0.6665536653088039,-0.4804038032902797,-0.800443714485055,0.5519896729218864,-2.522933404691164,0.464890218144388,0.7791517341298624
0.6210719137155315,-2.394331434399442,-0.6870445077008621,-0.6665536653088039,-0.4804038032902797,-0.800443714485055,0.5519896729218864,-2.522933404691164,0.464890218144388,0.7791517341298624
0.6210719137155315,-2.394331434399442,-0.6870445077008621,-0.6665536653088039,-0.4804038032902797,-0.800443714485055,0.5519896729218864,-2.522933404691164,0.464890218144388,0.7791517341298624
0.6210719137155315,-2.394331434399442,-0.6870385335637892,-0.6665516484467376,-0.4804038032902797,-0.800443714485055,0.5519896729218864,-2.522933404691164,0.464890218144388,0.7791517341298624
0.6210719137155315,-2.394331434399442,-0.6870445077008621,-0.6665536653088039,-0.4804038032902797,-0.800443714485055,0.5519896729218864,-2.522933404691164,0.464890218144388,0.7791517341298624
0.6210719137155315,-2.394331434399442,-0.6870165495280257,-0.6665528774720592,-0.4804038032902797,-0.8003893540811757,0.5519896729218864,-2.522933404691164,0.464890218144388,0.7791517341298624
0.6210719137155315,-2.394331434399442,-0.6870339593070205,-0.6665547997937161,-0.4804038032902797,-0.8003893540811757,0.5519896729218864,-2.522933404691164,0.464890218144388,0.7791517341298624
0.6210719137155315,-2.394331434399442,-0.6870445077008621,-0.6665536653088039,-0.4804038032902797,-0.800443714485055,0.5519896729218864,-2.522933404691164,0.464890218144388,0.7791517341298624
0.6210719137155315,-2.394331434399442,-0.6870445077008621,-0.6665536653088039,-0.4804038032902797,-0.800443714485055,0.5519896729218864,-2.522933404691164,0.464890218144388,0.7791517341298624
0.6210719137155315,-2.394331434399442,-0.6870445077008621,-0.6665536653088039,-0.4804038032902797,-0.800443714485055,0.5519896729218864,-2.522933404691164,0.464890218144388,0.7791517341298624
0.6210719137155315,-2.394331434399442,-0.6870445077008621,-0.6665536653088039,-0.4804038032902797,-0.800443714485055,0.5519896729218864,-2.522933404691164,0.464890218144388,0.7791517341298624
0.6210719137155315,-2.394331434399442,-0.6870445077008621,-0.6665536653088039,-0.4804038032902797,-0.800443714485055,0.5519896729218864,-2.522933404691164,0.464890218144388,0.7791517341298624
0.6210719137155315,-2.394331434399442,-0.6870445077008621,-0.6665536653088039,-0.4804038032902797,-0.800443714485055,0.5519896729218864,-2.522933404691164,0.464890218144388,0.7791517341298624
0.6210719137155315,-2.394331434399442,-0.6870445077008621,-0.6665536653088039,-0.4804038032902797,-0.800443714485055,0.5519896729218864,-2.522933404691164,0.464890218144388,0.7791517341298624
0.6210719137155315,-2.394331434399442,-0.6870445077008621,-0.6665536653088039,-0.4804038032902797,-0.800443714485055,0.5519896729218864,-2.522933404691164,0.464890218144388,0.7791517341298624
0.6210719137155315,-2.394331434399442,-0.6870640271586252,-0.6665662706967178,-0.4804038032902797,-0.800443714485055,0.5519896729218864,-2.522933404691164,0.464890218144388,0.7791517341298624
0.6210719137155315,-2.394331434399442,-0.6870445077008621,-0.6665536653088039,-0.4804038032902797,-0.800443714485055,0.5519896729218864,-2.522933404691164,0.464890218144388,0.7791517341298624
0.6210719137155315,-2.394331434399442,-0.6870445077008621,-0.6665599680027608,-0.4804038032902797,-0.800443714485055,0.5519896729218864,-2.522933404691164,0.464890218144388,0.7791517341298624
0.6210719137155315,-2.394331434399442,-0.6870445077008621,-0.6665536653088039,-0.4804038032902797,-0.800443714485055,0.5519896729218864,-2.522933404691164,0.464890218144388,0.7791517341298624
0.6210719137155315,-2.394331434399442,-0.6870445077008621,-0.6665536653088039,-0.4804038032902797,-0.800443714485055,0.5519896729218864,-2.522933404691164,0.464890218144388,0.7791517341298624
0.6210719137155315,-2.394331434399442,-0.6870445077008621,-0.6665536653088039,-0.4804038032902797,-0.800443714485055,0.5519896729218864,-2.522933404691164,0.464890218144388,0.7791517341298624
0.6210719137155315,-2.394331434399442,-0.6870445077008621,-0.6665536653088039,-0.4804038032902797,-0.800443714485055,0.5519896729218864,-2.522933404691164,0.464890218144388,0.7791517341298624
0.6150787148073019,0.1679436580701498,-0.6850870018365823,-0.6626978662267332,-0.4804038032902797,-0.7926701767303139,-0.0146330104751016,0.1664081403353021,0.464890218144388,-0.6718671092190566
